,customer_id,gender,location,partner,dependents,senior,Tenure,monthly_cost,package,survey,Class
3846,F7686,Male,Greater London,1,0,0,1.0,nan,2,1,Churn=Yes
3847,C3097,Male,Greater London,0,Unknown,0,2.0,nan,3,3,Churn=Yes
3848,D5130,Female,Kent,0,0,0,12.0,nan,4,3,Churn=No
3849,D5218,Male,Lancashire,1,Unknown,0,8.0,nan,3,5,Churn=No
3850,D4863,Female,Essex,0,1,0,1.0,nan,2,2,Churn=Yes
3851,H6634,Male,Greater London,1,0,0,0.0,nan,4,1,Churn=Yes
3852,H7407,Male,Hertfordshire,1,Unknown,1,7.0,nan,2,5,Churn=No
3853,E9246,Female,Greater Manchester,0,0,0,9.0,nan,2,0,Churn=Yes
3854,E7309,Male,Greater London,0,0,1,1.0,nan,2,6,Churn=No
3855,A7409,Male,Greater London,0,Unknown,0,5.0,nan,1,No reply,Churn=Yes
3856,F2533,Male,Greater London,1,1,0,15.0,nan,2,4,Churn=No
3857,F1474,Male,Merseyside,0,Unknown,1,18.0,nan,2,3,Churn=Yes
3858,G8882,Male,Surrey,0,1,1,2.0,nan,1,7,Churn=No
3859,A6423,Female,Greater London,0,Unknown,0,0.0,nan,1,2,Churn=Yes
3860,G3000,Male,Merseyside,1,1,0,16.0,nan,4,7,Churn=No
3861,E6019,Female,West Midlands,0,1,0,5.0,nan,2,4,Churn=Yes
3862,E4261,Female,Lancashire,1,Unknown,0,14.0,nan,1,8,Churn=No
3863,C5343,Female,Devon,1,1,0,9.0,nan,3,5,Churn=No
3864,C2464,Male,Kent,0,1,0,7.0,nan,1,7,Churn=No
3865,D3414,Female,West Yorkshire,1,0,0,5.0,nan,3,2,Churn=No
3866,B5963,Male,West Yorkshire,0,Unknown,0,6.0,nan,2,0,Churn=Yes
3867,E3960,Female,Kent,1,1,0,14.0,nan,4,6,Churn=No
3868,F5877,Female,Kent,0,Unknown,0,14.0,nan,3,7,Churn=No
3869,J8908,Female,Greater London,1,1,1,5.0,nan,2,1,Churn=No
3870,E8484,Male,Greater London,0,1,0,20.0,nan,2,7,Churn=No
3871,A2608,Female,Greater Manchester,1,1,0,12.0,nan,1,4,Churn=No
3872,H9491,Male,Greater London,0,0,0,0.0,nan,1,2,Churn=Yes
3873,J4132,Female,South Yorkshire,1,Unknown,1,10.0,nan,2,3,Churn=Yes
3874,H2385,Female,South Yorkshire,1,1,0,9.0,nan,2,6,Churn=No
3875,B1618,Female,Greater London,1,Unknown,1,5.0,nan,2,4,Churn=No
3876,F1643,Male,Essex,1,Unknown,0,12.0,nan,4,3,Churn=Yes
3877,I9226,Female,South Yorkshire,1,0,0,15.0,nan,4,5,Churn=No
3878,K3992,Female,Hampshire,0,0,0,1.0,nan,1,2,Churn=Yes
3879,H5707,Male,North Yorkshire,0,0,0,1.0,nan,1,1,Churn=Yes
3880,F8759,Female,Devon,1,0,0,1.0,nan,4,2,Churn=Yes
3881,G1559,Male,Surrey,0,1,1,8.0,nan,2,4,Churn=No
3882,I5478,Female,Hampshire,0,Unknown,0,1.0,nan,2,No reply,Churn=No
3883,H8755,Female,Greater London,1,Unknown,0,14.0,nan,3,8,Churn=No
3884,B8432,Male,Greater London,1,0,0,15.0,nan,3,5,Churn=No
3885,J1170,Male,Surrey,1,Unknown,0,10.0,nan,3,No reply,Churn=No
3886,D5069,Male,Greater London,0,Unknown,1,14.0,nan,2,8,Churn=No
3887,C7545,Female,South Yorkshire,1,1,0,1.0,nan,4,2,Churn=Yes
3888,F5598,Male,Greater London,0,1,0,4.0,nan,1,4,Churn=No
3889,C6787,Female,West Yorkshire,1,1,0,-3.1622776601683795,nan,4,5,Churn=No
3890,A2798,Male,Hampshire,1,1,0,1.0,nan,3,2,Churn=No
3891,H8883,Female,South Yorkshire,0,0,0,0.0,nan,3,3,Churn=Yes
3892,K7108,Male,Devon,0,0,0,2.0,nan,1,2,Churn=Yes
3893,K7507,Female,West Yorkshire,0,0,0,3.0,$19956,3,3,Y$e$s$$
3894,E4192,Female,Greater London,0,1,0,14.0,nan,2,9,Churn=No
3895,J5003,Female,Greater London,0,1,0,16.0,nan,3,6,Churn=No
3896,K6346,Male,West Yorkshire,1,1,1,5.0,nan,2,5,Churn=No
3897,K5205,Male,Greater London,1,1,0,-4.242640687119285,nan,2,4,Churn=No
3898,H4183,Male,Greater London,1,Unknown,0,13.0,nan,3,5,Churn=No
3899,J7521,Male,Hertfordshire,0,Unknown,1,11.0,nan,2,No reply,Churn=No
3900,F7122,Male,Greater London,1,1,0,1.0,nan,4,No reply,Churn=No
3901,K3888,Male,Surrey,1,Unknown,0,5.0,nan,3,6,Churn=No
3902,F2421,Male,Greater London,0,1,0,1.0,nan,1,3,Churn=Yes
3903,F4263,Male,Merseyside,1,1,0,17.0,nan,3,6,Churn=No
3904,A6262,Male,Greater London,1,Unknown,1,15.0,nan,2,9,Churn=No
3905,C7270,Female,Essex,1,1,1,5.0,nan,3,3,Churn=No
3906,G4388,Female,Devon,0,0,0,2.0,nan,1,0,Churn=Yes
3907,I8063,Female,Essex,0,Unknown,1,11.0,nan,2,No reply,Churn=Yes
3908,E2065,Male,Surrey,1,Unknown,0,22.0,nan,3,3,Churn=No
3909,F8720,Male,West Midlands,0,1,0,4.0,nan,1,6,Churn=No
3910,J1029,Female,Greater Manchester,0,Unknown,0,4.0,nan,1,1,Churn=Yes
3911,I3099,Female,Hertfordshire,0,Unknown,0,1.0,nan,2,9,Churn=No
3912,G8220,Male,South Yorkshire,1,1,0,22.0,nan,3,5,Churn=No
3913,K7728,Female,West Midlands,0,1,0,1.0,nan,2,6,Churn=No
3914,D9377,Male,Greater London,0,1,0,0.0,nan,1,4,Churn=Yes
3915,D9621,Male,West Midlands,0,1,0,12.0,nan,1,7,Churn=No
3916,A1085,Female,Kent,0,0,1,1.0,nan,2,1,Churn=No
3917,E5617,Male,Greater Manchester,0,Unknown,1,2.0,nan,2,9,Churn=No
3918,A9372,Female,Essex,0,Unknown,1,10.0,nan,2,5,Churn=No
3919,C9084,Male,Greater Manchester,0,1,0,-2.449489742783178,nan,1,6,Churn=No
3920,I4992,Female,Greater Manchester,0,1,0,6.0,nan,1,6,Churn=No
3921,G6985,Female,West Midlands,1,1,0,9.0,nan,4,9,Churn=No
3922,D6953,Male,Surrey,1,1,0,9.0,nan,1,4,Churn=No
3923,F2072,Male,Greater London,0,1,0,12.0,nan,1,6,Churn=Yes
3924,D9683,Male,Hampshire,0,Unknown,0,2.0,nan,1,6,Churn=Yes
3925,F2380,Female,Lancashire,0,0,0,0.0,nan,3,2,Churn=Yes
3926,J9228,Male,South Yorkshire,1,1,0,1.0,nan,4,0,Churn=No
3927,J1693,Female,Greater London,1,0,0,12.0,nan,3,6,Churn=No
3928,J3704,Male,Greater Manchester,1,1,0,16.0,nan,3,6,Churn=No
3929,H6846,Female,South Yorkshire,1,1,0,8.0,nan,1,7,Churn=No
3930,J3624,Female,South Yorkshire,0,0,0,1.0,nan,1,2,Churn=Yes
3931,I8674,Male,Greater London,1,1,0,13.0,nan,3,6,Churn=No
3932,E2878,Male,South Yorkshire,1,Unknown,1,9.0,nan,2,1,Churn=Yes
3933,K9329,Male,Kent,0,1,0,12.0,nan,1,5,Churn=No
3934,H7285,Male,West Midlands,1,1,0,21.0,nan,2,8,Churn=No
3935,I1886,Male,West Yorkshire,1,Unknown,0,15.0,nan,4,No reply,Churn=No
3936,K4522,Male,Hampshire,0,Unknown,1,16.0,nan,2,8,Churn=No
3937,A6116,Male,Surrey,1,Unknown,0,8.0,nan,4,6,Churn=No
3938,A4347,Female,Greater London,0,1,0,17.0,nan,1,8,Churn=No
3939,F9543,Female,Greater London,1,1,0,16.0,$31124,3,No reply,
3940,C6820,Female,Greater London,0,0,1,12.0,nan,2,4,Churn=No
3941,F3838,Female,Hertfordshire,1,1,0,8.0,nan,4,6,Churn=No
3942,E8665,Male,Greater London,0,1,0,11.0,nan,1,8,Churn=No
3943,A1365,Female,West Yorkshire,0,Unknown,0,9.0,nan,4,5,Churn=No
3944,E2970,Female,Lancashire,1,0,0,2.0,nan,2,2,Churn=Yes
3945,H4476,Female,Greater Manchester,1,0,0,12.0,nan,4,3,Churn=No
3946,B1813,Female,West Midlands,1,1,0,16.0,nan,1,5,Churn=No
3947,I6193,Male,Greater London,1,0,0,14.0,nan,1,2,Churn=Yes
3948,G9955,Male,Greater London,0,Unknown,1,1.0,nan,1,4,Churn=No
3949,H5694,Female,Greater London,1,1,0,2.0,nan,4,4,Churn=No
3950,J5493,Male,Greater London,0,0,0,2.0,nan,1,3,Churn=Yes
3951,C2728,Male,South Yorkshire,0,0,0,1.0,nan,1,4,Churn=Yes
3952,H4353,Female,Greater London,0,0,0,2.0,nan,1,1,Churn=Yes
3953,F3865,Female,North Yorkshire,1,0,1,12.0,nan,2,3,Churn=Yes
3954,J5141,Male,Devon,0,1,0,11.0,nan,1,3,Churn=No
3955,F7414,Male,West Midlands,1,Unknown,0,17.0,nan,4,No reply,Churn=No
3956,D3463,Male,West Yorkshire,1,1,0,5.0,nan,4,7,Churn=No
3957,B5350,Male,Greater London,1,1,1,14.0,nan,2,6,Churn=No
3958,G7316,Male,West Yorkshire,1,Unknown,1,9.0,nan,3,3,Churn=Yes
3959,A2142,Male,Greater London,0,Unknown,0,12.0,nan,2,7,Churn=No
3960,K1811,Male,Greater London,0,1,0,11.0,nan,1,7,Churn=No
3961,K3158,Male,Lancashire,1,1,0,15.0,nan,4,8,Churn=No
3962,D1864,Female,Kent,1,1,0,8.0,nan,4,7,Churn=No
3963,K7564,Female,Merseyside,0,Unknown,1,8.0,nan,2,2,Churn=Yes
3964,B4848,Male,Greater London,1,1,0,21.0,nan,4,5,Churn=No
3965,H4453,Male,Greater London,1,1,0,14.0,nan,3,4,Churn=No
3966,I1639,Female,Greater London,1,1,0,14.0,nan,4,No reply,Churn=No
3967,J5573,Female,Surrey,0,Unknown,0,1.0,nan,1,2,Churn=Yes
3968,I4997,Female,West Midlands,0,0,0,2.0,nan,1,3,Churn=Yes
3969,A4536,Female,Kent,1,Unknown,0,11.0,nan,1,3,Churn=No
3970,E2038,Female,Kent,1,1,0,13.0,nan,1,5,Churn=No
3971,K7581,Male,West Midlands,1,Unknown,0,18.0,nan,2,9,Churn=No
3972,J3659,Female,Greater Manchester,0,Unknown,1,0.0,nan,2,2,Churn=Yes
3973,G7054,Female,Merseyside,0,1,0,11.0,nan,2,4,Churn=No
3974,I2158,Female,Lancashire,0,0,0,0.0,nan,1,6,Churn=Yes
3975,E7025,Male,Greater Manchester,1,1,0,10.0,nan,4,4,Churn=No
3976,K2260,Female,Greater London,1,Unknown,0,17.0,nan,2,6,Churn=No
3977,G6347,Male,Lancashire,1,Unknown,0,3.0,nan,4,No reply,Churn=No
3978,D3614,Female,Greater London,0,0,0,6.0,nan,2,3,Churn=Yes
3979,F3001,Male,Greater London,0,1,0,12.0,nan,1,5,Churn=No
3980,F5465,Female,Merseyside,1,1,0,0.0,nan,1,4,Churn=No
3981,J7337,Male,West Midlands,0,1,0,12.0,nan,1,7,Churn=No
3982,D4516,Female,West Midlands,1,0,0,8.0,nan,4,1,Churn=Yes
3983,F3286,Male,Devon,1,0,1,7.0,nan,2,1,Churn=Yes
3984,H1472,Male,Greater London,1,0,0,16.0,$40535,4,6,
3985,G7279,Female,Greater London,0,1,0,1.0,nan,2,2,Churn=Yes
3986,C6028,Male,Devon,1,1,0,5.0,nan,4,5,Churn=No
3987,A1181,Female,Greater Manchester,1,1,0,5.0,nan,4,8,Churn=No
3988,E4926,Female,Greater London,0,Unknown,0,5.0,nan,1,3,Churn=Yes
3989,D8286,Female,South Yorkshire,1,1,0,19.0,nan,4,5,Churn=No
3990,C1998,Male,Greater Manchester,1,1,1,8.0,nan,3,5,Churn=No
3991,I3898,Female,Greater Manchester,1,1,0,14.0,nan,3,No reply,Churn=No
3992,K6284,Male,Greater London,0,1,0,1.0,nan,2,1,Churn=No
3993,H9052,Female,Devon,0,1,0,18.0,nan,2,5,Churn=No
3994,K1963,Female,Kent,0,1,0,9.0,nan,4,6,Churn=No
3995,F6760,Female,Greater London,1,Unknown,0,8.0,nan,3,8,Churn=No
3996,B1591,Male,Hampshire,0,1,0,8.0,nan,2,3,Churn=No
3997,B5543,Female,Greater London,1,Unknown,0,15.0,nan,4,6,Churn=No
3998,I4707,Female,Greater London,1,1,0,12.0,nan,2,8,Churn=No
3999,C6960,Female,Essex,1,0,1,10.0,nan,2,1,Churn=Yes
4000,C4817,Male,Greater London,0,0,0,0.0,nan,1,1,Churn=Yes
4001,D4292,Female,Merseyside,1,1,0,11.0,nan,4,4,Churn=No
4002,G8289,Female,Greater London,0,1,0,10.0,nan,1,7,Churn=No
4003,A9632,Male,Lancashire,0,Unknown,0,9.0,nan,1,6,Churn=No
4004,K6502,Female,Greater Manchester,0,1,0,15.0,nan,1,5,Churn=No
4005,E8308,Female,Kent,0,0,0,0.0,nan,1,3,Churn=Yes
4006,H7444,Female,West Midlands,0,0,0,1.0,nan,1,1,Churn=Yes
4007,G2006,Male,West Yorkshire,0,1,0,0.0,nan,1,1,Churn=Yes
4008,A3922,Female,Greater London,1,0,0,1.0,nan,2,3,Churn=Yes
4009,B5372,Female,Hampshire,0,0,1,0.0,nan,2,8,Churn=No
4010,K6764,Female,Greater Manchester,0,1,0,7.0,nan,1,No reply,Churn=No
4011,D9157,Male,South Yorkshire,1,Unknown,0,1.0,nan,3,7,Churn=No
4012,B7489,Male,Greater London,1,0,0,16.0,nan,4,3,Churn=No
4013,G1612,Female,West Midlands,1,1,0,2.0,nan,4,5,Churn=No
4014,A7065,Female,North Yorkshire,0,1,0,15.0,nan,1,3,Churn=No
4015,A5770,Female,Hampshire,1,1,0,19.0,nan,3,2,Churn=No
4016,C5681,Male,Lancashire,1,1,0,18.0,$30966,4,9,
4017,H7468,Male,Devon,1,1,0,18.0,nan,1,7,Churn=No
4018,J7444,Male,Greater London,0,0,1,7.0,nan,2,3,Churn=Yes
4019,E4032,Female,Essex,0,1,0,1.0,nan,1,4,Churn=Yes
4020,K7107,Female,Hampshire,1,1,0,8.0,nan,4,5,Churn=No
4021,A7260,Male,Greater London,0,1,0,0.0,nan,1,0,Churn=Yes
4022,E6452,Female,Hampshire,1,0,1,9.0,nan,2,1,Churn=Yes
4023,G6634,Male,Greater London,0,1,0,14.0,nan,3,8,Churn=No
4024,G6359,Male,Greater London,0,0,0,13.0,nan,2,5,Churn=No
4025,D2202,Female,Greater London,1,1,0,15.0,nan,1,2,Churn=No
4026,C4568,Male,West Midlands,1,Unknown,0,12.0,nan,2,2,Churn=Yes
4027,G7221,Female,West Yorkshire,0,0,0,0.0,nan,1,4,Churn=Yes
4028,F9743,Female,West Yorkshire,1,1,0,19.0,nan,4,4,Churn=No
4029,D9177,Female,Hertfordshire,1,1,0,16.0,nan,4,4,Churn=No
4030,H9219,Female,Kent,1,Unknown,0,10.0,nan,3,8,Churn=No
4031,E4133,Female,Lancashire,1,0,0,18.0,nan,1,No reply,Churn=No
4032,G6551,Female,Greater London,1,1,0,21.0,nan,4,No reply,Churn=No
4033,D4787,Female,West Yorkshire,0,Unknown,0,12.0,nan,1,6,Churn=Yes
4034,J3386,Male,West Yorkshire,0,1,0,10.0,nan,1,6,Churn=No
4035,K4791,Male,Greater London,1,1,0,15.0,nan,4,2,Churn=No
4036,B5286,Male,Devon,1,0,0,1.0,nan,3,1,Churn=Yes
4037,G7763,Male,Greater London,0,0,0,0.0,nan,1,2,Churn=Yes
4038,E1924,Female,West Midlands,1,Unknown,0,11.0,nan,2,5,Churn=No
4039,H3364,Female,Greater London,1,1,0,11.0,nan,3,6,Churn=No
4040,K8911,Male,Greater London,1,Unknown,0,-2.8284271247461903,nan,4,1,Churn=No
4041,D5725,Male,Greater London,0,0,0,1.0,nan,3,1,Churn=Yes
4042,B2976,Female,Merseyside,1,1,0,1.0,nan,4,2,Churn=No
4043,C4132,Male,Kent,1,Unknown,0,13.0,nan,4,5,Churn=No
4044,I1963,Male,Essex,1,1,1,18.0,nan,2,No reply,Churn=No
4045,K6880,Male,West Midlands,0,1,0,8.0,nan,3,1,Churn=Yes
4046,B2235,Male,Kent,1,Unknown,1,5.0,nan,2,7,Churn=No
4047,D5730,Female,Greater London,0,Unknown,0,19.0,nan,1,No reply,Churn=No
4048,B7953,Female,Greater London,0,1,0,12.0,nan,4,5,Churn=No
4049,E6760,Male,South Yorkshire,1,Unknown,0,2.0,nan,2,7,Churn=No
4050,I1549,Female,Greater Manchester,0,1,0,15.0,nan,1,6,Churn=No
4051,F6743,Male,West Midlands,0,0,1,12.0,nan,2,2,Churn=Yes
4052,H3294,Female,Greater London,1,0,0,0.0,nan,4,3,Churn=Yes
4053,D2399,Male,Essex,0,Unknown,0,9.0,nan,1,2,Churn=Yes
4054,H9531,Male,West Midlands,1,1,0,17.0,nan,3,6,Churn=No
4055,G2014,Male,Hampshire,1,1,0,12.0,nan,3,4,Churn=No
4056,G8459,Female,West Midlands,1,1,0,8.0,$36896,4,5,
4057,F7154,Male,Essex,1,1,0,20.0,nan,3,6,Churn=No
4058,I8578,Female,Greater Manchester,0,1,0,7.0,nan,1,7,Churn=No
4059,J2877,Female,Hertfordshire,0,Unknown,1,2.0,nan,3,0,Churn=Yes
4060,K5621,Male,Greater London,0,Unknown,0,0.0,nan,2,3,Churn=Yes
4061,C1050,Male,Greater London,1,0,1,8.0,nan,4,0,Churn=Yes
4062,K6672,Male,Greater Manchester,0,0,0,0.0,nan,1,2,Churn=Yes
4063,I1180,Female,Essex,1,Unknown,0,13.0,nan,4,6,Churn=No
4064,K1145,Male,Greater London,1,1,0,12.0,nan,1,5,Churn=No
4065,E4746,Male,South Yorkshire,0,0,1,7.0,nan,1,5,Churn=No
4066,I1518,Male,West Yorkshire,0,1,0,16.0,nan,2,7,Churn=No
4067,H7363,Male,Greater London,0,Unknown,0,5.0,nan,2,5,Churn=No
4068,K4328,Female,Greater London,0,1,0,1.0,nan,1,No reply,Churn=Yes
4069,E1681,Male,Greater London,0,0,0,1.0,nan,2,2,Churn=Yes
4070,B6172,Male,West Midlands,0,Unknown,1,17.0,nan,2,2,Churn=Yes
4071,D6236,Male,Greater Manchester,1,Unknown,1,9.0,nan,2,1,Churn=Yes
4072,H6179,Female,Greater London,0,1,0,22.0,nan,4,No reply,Churn=No
4073,D9964,Female,Merseyside,1,1,0,4.0,nan,4,6,Churn=No
4074,B7049,Male,Hampshire,0,Unknown,0,9.0,nan,4,7,Churn=No
4075,A6187,Female,Merseyside,0,0,0,1.0,nan,4,0,Churn=Yes
4076,B2331,Female,Greater Manchester,0,0,1,20.0,nan,2,5,Churn=No
4077,E2383,Male,West Midlands,0,1,0,0.0,$41845,1,2,Y$e$s$$
4078,K1567,Female,West Midlands,0,0,0,0.0,nan,1,0,Churn=Yes
4079,D4875,Male,Greater London,1,0,1,5.0,nan,2,8,Churn=Yes
4080,J5208,Female,Greater London,1,Unknown,1,11.0,nan,2,2,Churn=No
4081,D5600,Female,Hertfordshire,0,Unknown,1,8.0,nan,2,6,Churn=No
4082,D1427,Male,Surrey,1,0,1,15.0,nan,2,2,Churn=Yes
4083,K8312,Female,Greater Manchester,1,0,0,2.0,nan,3,1,Churn=Yes
4084,A7249,Female,Greater London,0,0,0,3.0,nan,1,4,Churn=Yes
4085,C7487,Female,West Midlands,1,0,0,12.0,nan,4,5,Churn=No
4086,K3106,Male,Merseyside,1,Unknown,0,4.0,nan,4,9,Churn=No
4087,B1272,Male,Greater London,0,Unknown,0,0.0,nan,1,5,Churn=Yes
4088,C2646,Male,West Yorkshire,1,0,0,13.0,nan,3,6,Churn=Yes
4089,J1743,Female,Greater London,0,0,0,10.0,nan,1,2,Churn=Yes
4090,G4940,Female,West Yorkshire,0,Unknown,1,11.0,nan,4,2,Churn=Yes
4091,H6769,Female,Greater Manchester,1,1,0,10.0,nan,4,6,Churn=No
4092,C5464,Female,Kent,1,1,0,19.0,nan,4,6,Churn=No
4093,G7655,Female,West Yorkshire,0,Unknown,0,-1.4142135623730951,nan,1,1,Churn=Yes
4094,C3087,Female,Greater London,1,0,0,23.0,nan,4,8,Churn=No
4095,F4265,Female,South Yorkshire,1,1,0,7.0,nan,3,7,Churn=No
4096,F7065,Male,Essex,1,Unknown,0,17.0,nan,3,5,Churn=No
4097,G5123,Male,Greater London,0,0,0,2.0,nan,3,1,Churn=Yes
4098,K6266,Male,Greater London,1,0,0,7.0,nan,3,0,Churn=Yes
4099,C1489,Male,Devon,1,1,1,15.0,nan,2,6,Churn=No
4100,D1950,Male,Greater London,1,Unknown,0,12.0,nan,4,7,Churn=No
4101,A4710,Female,Greater London,1,0,1,8.0,nan,2,2,Churn=Yes
4102,K1784,Male,Greater London,1,1,1,10.0,nan,4,5,Churn=No
4103,F8387,Male,West Yorkshire,1,Unknown,0,19.0,nan,4,No reply,Churn=No
4104,E3724,Female,Greater London,1,1,0,1.0,nan,2,7,Churn=No
4105,G3396,Female,Lancashire,0,Unknown,1,6.0,nan,2,4,Churn=No
4106,J9560,Female,Greater London,1,Unknown,0,18.0,nan,1,7,Churn=No
4107,G8620,Female,Greater London,0,1,0,-1.0,nan,2,6,Churn=No
4108,A4704,Male,Greater Manchester,0,1,0,13.0,nan,1,8,Churn=No
4109,H4544,Male,Hampshire,0,0,1,4.0,nan,1,6,Churn=No
4110,K6058,Female,Greater London,1,1,0,7.0,nan,1,7,Churn=No
4111,C2470,Female,Surrey,1,1,0,6.0,nan,4,No reply,Churn=No
4112,H6997,Female,Greater London,1,0,0,2.0,nan,4,1,Churn=Yes
4113,A7900,Female,Greater Manchester,0,1,0,5.0,nan,1,1,Churn=No
4114,C5275,Male,West Midlands,0,0,1,16.0,nan,2,6,Churn=No
4115,B2876,Female,Greater London,0,1,0,10.0,nan,1,7,Churn=No
4116,I8179,Female,Merseyside,0,Unknown,0,14.0,nan,1,5,Churn=No
4117,A6217,Male,West Yorkshire,1,1,0,4.0,nan,4,1,Churn=No
4118,I7216,Female,Greater London,0,0,0,0.0,nan,1,0,Churn=Yes
4119,J7600,Male,North Yorkshire,1,0,0,13.0,nan,3,3,Churn=No
4120,B3790,Female,Greater London,1,Unknown,0,7.0,nan,3,6,Churn=No
4121,A2541,Male,Surrey,1,1,0,23.0,nan,3,No reply,Churn=No
4122,D6336,Male,South Yorkshire,0,Unknown,0,4.0,$41459,2,No reply,
4123,D4177,Female,Lancashire,1,0,1,5.0,nan,2,5,Churn=Yes
4124,C3711,Male,Lancashire,0,Unknown,0,5.0,nan,2,No reply,Churn=No
4125,G6697,Male,Greater London,0,0,1,9.0,nan,2,7,Churn=No
4126,I6012,Male,Greater London,1,Unknown,0,0.0,nan,4,2,Churn=Yes
4127,G8082,Female,Greater London,1,1,0,10.0,nan,3,No reply,Churn=No
4128,H3756,Female,Kent,1,Unknown,1,6.0,nan,2,7,Churn=Yes
4129,D9821,Male,West Midlands,0,1,0,10.0,nan,1,5,Churn=No
4130,J9241,Male,Greater London,0,Unknown,0,1.0,nan,1,3,Churn=Yes
4131,J2860,Female,Greater London,1,1,0,18.0,nan,4,0,Churn=No
4132,F6250,Male,Surrey,1,1,0,13.0,nan,2,9,Churn=No
4133,H7106,Female,Lancashire,1,1,0,16.0,nan,3,10,Churn=No
4134,D8203,Female,Greater Manchester,0,Unknown,0,8.0,nan,1,1,Churn=No
4135,A7259,Female,Greater London,0,0,0,10.0,nan,1,2,Churn=Yes
4136,F2162,Male,Kent,0,Unknown,0,10.0,nan,2,4,Churn=No
4137,H8089,Female,South Yorkshire,0,0,1,9.0,nan,1,7,Churn=No
4138,F7532,Female,Lancashire,1,Unknown,0,15.0,nan,2,7,Churn=No
4139,K8980,Male,Greater London,1,0,0,2.0,nan,4,5,Churn=No
4140,I2788,Female,Kent,1,0,0,0.0,nan,4,5,Churn=Yes
4141,F2992,Male,Greater London,1,1,0,13.0,nan,1,0,Churn=No
4142,B8743,Male,Greater London,0,1,0,16.0,nan,1,No reply,Churn=Yes
4143,K7118,Male,Greater London,1,1,0,8.0,nan,4,6,Churn=No
4144,B5506,Male,Greater London,0,0,0,9.0,nan,1,2,Churn=Yes
4145,G5951,Male,Devon,0,Unknown,0,2.0,nan,1,No reply,Churn=Yes
4146,I2486,Male,North Yorkshire,0,Unknown,1,1.0,nan,2,1,Churn=Yes
4147,D4009,Male,West Yorkshire,0,1,0,0.0,nan,1,1,Churn=Yes
4148,K3759,Male,Greater London,1,0,0,10.0,nan,2,7,Churn=No
4149,H5964,Male,West Midlands,1,1,0,8.0,nan,3,7,Churn=No
4150,J2434,Male,Kent,0,0,0,15.0,nan,3,No reply,Churn=Yes
4151,J4212,Male,Kent,1,Unknown,0,18.0,nan,2,5,Churn=No
4152,I4179,Female,South Yorkshire,0,1,0,15.0,nan,1,6,Churn=No
4153,B2762,Female,West Yorkshire,1,Unknown,0,16.0,nan,3,1,Churn=No
4154,F6644,Female,Surrey,1,1,0,3.0,nan,2,5,Churn=No
4155,J8291,Male,Greater London,1,1,0,9.0,nan,4,5,Churn=No
4156,I1455,Female,Lancashire,0,1,0,8.0,nan,1,6,Churn=No
4157,G9262,Male,West Yorkshire,0,0,1,18.0,nan,2,6,Churn=No
4158,A7476,Female,Greater London,0,0,0,3.0,nan,3,No reply,Churn=Yes
4159,J2022,Female,Greater London,0,0,1,7.0,nan,2,2,Churn=Yes
4160,I1683,Male,Merseyside,1,0,0,9.0,nan,4,4,Churn=No
4161,E2185,Female,Kent,1,Unknown,1,13.0,nan,2,No reply,Churn=Yes
4162,F1897,Male,Lancashire,1,Unknown,0,7.0,nan,4,5,Churn=No
4163,I1477,Male,Greater London,0,Unknown,0,8.0,nan,1,1,Churn=Yes
4164,K6613,Male,Greater London,1,0,0,14.0,nan,1,9,Churn=No
4165,K4564,Male,North Yorkshire,0,0,1,11.0,nan,2,5,Churn=No
4166,H7852,Male,Greater Manchester,0,1,0,20.0,nan,1,5,Churn=No
4167,H3848,Female,Lancashire,1,Unknown,0,16.0,nan,3,5,Churn=No
4168,F8100,Female,Greater London,1,Unknown,0,13.0,nan,2,8,Churn=No
4169,J5740,Female,North Yorkshire,1,1,0,0.0,nan,4,6,Churn=Yes
4170,F6334,Female,West Yorkshire,0,1,0,9.0,nan,3,7,Churn=No
4171,G1747,Female,West Midlands,1,Unknown,0,16.0,nan,4,4,Churn=No
4172,H7989,Female,Greater Manchester,0,1,0,-3.0,nan,2,2,Churn=No
4173,E2826,Male,Greater London,0,0,0,20.0,nan,4,3,Churn=Yes
4174,J4768,Male,Greater London,0,0,0,0.0,nan,1,1,Churn=Yes
4175,A7897,Male,North Yorkshire,1,0,1,8.0,nan,2,7,Churn=No
4176,C4264,Male,South Yorkshire,1,Unknown,0,8.0,nan,4,5,Churn=No
4177,E7043,Female,Hertfordshire,0,1,0,15.0,nan,4,4,Churn=No
4178,K2056,Female,North Yorkshire,1,Unknown,0,1.0,nan,4,5,Churn=No
4179,D6721,Female,Greater Manchester,0,Unknown,0,2.0,nan,3,2,Churn=Yes
4180,H3840,Female,Greater Manchester,0,1,0,16.0,nan,1,7,Churn=No
4181,I6412,Female,North Yorkshire,1,0,0,13.0,nan,3,8,Churn=No
4182,A4545,Female,West Yorkshire,1,1,1,0.0,nan,2,6,Churn=No
4183,A9578,Male,Greater London,1,Unknown,0,6.0,nan,3,6,Churn=No
4184,G5014,Male,Lancashire,1,1,0,20.0,nan,1,5,Churn=No
4185,G8372,Male,South Yorkshire,1,1,1,5.0,nan,3,2,Churn=Yes
4186,E2814,Male,Greater London,1,Unknown,0,22.0,nan,4,7,Churn=No
4187,B7691,Male,Greater London,0,Unknown,1,7.0,nan,2,4,Churn=No
4188,C6776,Female,Greater London,1,0,0,11.0,nan,3,2,Churn=Yes
